system,segment,source,target,reference,mqm_score,BLEU,chrF,COMET,char_length,num_tokens,num_types,herdan_c,cluster_id,embedding_cluster
Online-A,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Mannes, der gestorben ist, wurde nicht veröffentlicht, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen worden war, und trotz der CPR-Bemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",591.0,14.02713247128525,55.72079739363899,0.8593180775642395,186,32,30,0.9813781191217037,1,3
Online-B,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Mannes, der starb, wurde nicht veröffentlicht, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde, und trotz <v>CPR</v>-Bemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",501.0,12.603051731518898,56.311551656293425,0.8284274339675903,186,32,30,0.9813781191217037,1,3
Online-G,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Mannes, der gestorben ist, wurde nicht veröffentlicht, aber die Behörden sagen, er habe nicht geatmet, nachdem er aus dem Schnee gezogen worden war und trotz der Wiederbelebungsbemühungen eines anderen Skifahrers nicht überlebt.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",641.0,10.433382009908046,54.390264546305374,0.8521435856819153,186,32,30,0.9813781191217037,1,3
Online-W,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des verstorbenen Mannes wurde nicht bekannt gegeben, aber die Behörden sagen, dass er nicht mehr atmete, nachdem er aus dem Schnee gezogen wurde und trotz der Wiederbelebungsversuche eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",380.0,23.379034019485832,64.2728930723582,0.8780720829963684,186,32,30,0.9813781191217037,1,3
Online-Y,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Mannes, der gestorben ist, wurde nicht <v>freigelassen</v>, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde, und trotz der HLW-Bemühungen eines anderen Skifahrers nicht überlebt habe.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",633.0,15.399912616298415,60.06728890937595,0.7995288968086243,186,32,30,0.9813781191217037,1,3
OpenNMT,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Toten wurde nicht veröffentlicht, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde und trotz der HLW-Bemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",647.0,11.53162216251335,58.20368271483666,0.8635960221290588,186,32,30,0.9813781191217037,1,3
PROMT,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des verstorbenen Mannes wurde nicht veröffentlicht, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde und trotz <v>CPR</v>-Bemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",781.0,9.427869574467168,57.100737202842645,0.8407803773880005,186,32,30,0.9813781191217037,1,3
QUARTZ_TuneReranking,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Mannes, der starb, ist noch nicht bekannt, aber die Behörden sagen, er habe nach dem <v>Sturz aus dem Schnee</v> nicht mehr geatmet und habe trotz der Rettungsversuche eines anderen Skifahrers nicht überlebt.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",677.0,9.674479238689562,51.78577362596204,0.8267235159873962,186,32,30,0.9813781191217037,1,3
bleu_bestmbr,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des verstorbenen Mannes wurde nicht bekannt gegeben, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde, und trotz <v>CPR</v>-Bemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",469.0,21.90436190972903,65.23784566554808,0.8443474173545837,186,32,30,0.9813781191217037,1,3
bleurt_bestmbr,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des verstorbenen Mannes ist nicht bekannt, doch die Behörden <v>behaupten</v>, dass er nicht mehr atmete, nachdem er aus dem Schnee gezogen wurde und trotz der Reanimationsversuche eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",557.0,11.346446511593337,56.137742365784916,0.8489000201225281,186,32,30,0.9813781191217037,1,3
comet_bestmbr,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des Todesopfers wurde nicht bekannt gegeben, aber die Behörden sagen, dass er nicht atmete, nachdem er aus dem Schnee gezogen wurde, und trotz Reanimationsbemühungen eines anderen Skifahrers nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",486.0,24.72290758549199,61.95201720003879,0.869511067867279,186,32,30,0.9813781191217037,1,3
refB,4,"The identity of the man who died hasn't been released, but authorities say he wasn't breathing after being pulled out of the snow and didn't survive despite CPR efforts by another skier.","Die Identität des verstorbenen Mannes wurde nicht bekanntgegeben, die Behörden teilten jedoch mit, dass er nach der Befreiung aus dem Schnee nicht mehr atmete und trotz der Wiederbelebungsversuche durch einen andere Skifahrer nicht überlebte.","Die Identität des getöteten Mannes wurde noch nicht bekannt gegeben, aber den Behörden zufolge atmete er nicht mehr, als er unter dem Schnee herausgezogen wurde, und trotz der HLW-Bemühung eines anderen Skifahrers überlebte er nicht.",399.0,9.296964223851038,55.411593257802316,0.8591493964195251,186,32,30,0.9813781191217037,1,3
JDExploreAcademy,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",577.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
Lan-Bridge,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",660.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
M2M100_1.2B-B4,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee überwältigt wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",1281.0,38.955485318861804,62.28813805063129,0.851587176322937,118,23,22,0.9858230443082923,1,3
Online-A,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",654.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
Online-B,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",501.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
Online-G,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",672.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
Online-W,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",446.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
Online-Y,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe zweier Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",621.0,57.18839190796756,78.45217962503894,0.9047787189483643,118,23,22,0.9858230443082923,1,3
OpenNMT,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",722.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
PROMT,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer in seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",753.0,55.07537206698801,74.20671374072309,0.9007794857025146,118,23,22,0.9858230443082923,1,3
QUARTZ_TuneReranking,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe zweier Zeugen, die gesehen hatten, wie sie von den Schneemassen mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",749.0,23.046971496051597,70.39013994783751,0.8926997184753418,118,23,22,0.9858230443082923,1,3
bleu_bestmbr,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",457.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
bleurt_bestmbr,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",482.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
comet_bestmbr,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die anderen Skifahrer seiner Gruppe retteten sich mit Hilfe von zwei Zeugen, die sahen, wie sie vom Schnee mitgerissen wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",480.0,50.621154494202564,72.85724740756542,0.9027472734451294,118,23,22,0.9858230443082923,1,3
refB,5,The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,"Die andere Skifahrer in seiner Gruppe retteten sich selbst mithilfe zweier Zeugen, die sahen, wie sie vom Schnee <v>weggefegt</v> wurden.","Die anderen Skifahrer in dieser Gruppe konnten sich selbst mit Hilfe zweier Zeugen retten, die sahen, wie sie vom Schnee mitgerissen wurden.",476.0,30.827361071796773,68.89456718310016,0.7648304104804993,118,23,22,0.9858230443082923,1,3
JDExploreAcademy,6,All were wearing avalanche beacons.,Alle trugen Lawinenverschüttetenmelder.,Alle trugen Lawinensuchgeräte.,362.0,35.35533905932737,59.14274151663106,0.5805078148841858,35,5,5,1.0,2,4
Lan-Bridge,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenbaken</v>.,Alle trugen Lawinensuchgeräte.,578.0,8.29519350710986,46.83271220486175,0.40418121218681335,35,5,5,1.0,2,4
M2M100_1.2B-B4,6,All were wearing avalanche beacons.,Alle trugen <v>Lavendelbeacons</v>.,Alle trugen Lawinensuchgeräte.,1197.0,8.29519350710986,35.53552440163476,0.362735390663147,35,5,5,1.0,2,4
Online-A,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenverschütteten</v>.,Alle trugen Lawinensuchgeräte.,467.0,8.29519350710986,49.20097334315396,0.5342777371406555,35,5,5,1.0,2,4
Online-B,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenpiepser</v>.,Alle trugen Lawinensuchgeräte.,346.0,8.29519350710986,48.46533440549845,0.3925364315509796,35,5,5,1.0,2,4
Online-G,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenschilder</v>.,Alle trugen Lawinensuchgeräte.,428.0,8.29519350710986,52.49025211148102,0.4370657503604889,35,5,5,1.0,2,4
Online-W,6,All were wearing avalanche beacons.,Alle trugen Lawinenverschüttetensuchgeräte (LVS).,Alle trugen Lawinensuchgeräte.,289.0,14.535768424205482,81.0078413915341,0.8329655528068542,35,5,5,1.0,2,4
Online-Y,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenfeuer</v>.,Alle trugen Lawinensuchgeräte.,429.0,8.29519350710986,49.20155777601585,0.47665879130363464,35,5,5,1.0,2,4
OpenNMT,6,All were wearing avalanche beacons.,<v>Alle trugen Lawinen</v>.,Alle trugen Lawinensuchgeräte.,622.0,8.29519350710986,58.64381295053466,0.3924347758293152,35,5,5,1.0,2,4
PROMT,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenbaken</v>.,Alle trugen Lawinensuchgeräte.,590.0,8.29519350710986,46.83271220486175,0.40418121218681335,35,5,5,1.0,2,4
QUARTZ_TuneReranking,6,All were wearing avalanche beacons.,Alle hatten eine Lawinenwarnanlage an.,Alle trugen Lawinensuchgeräte.,559.0,9.652434877402245,29.91053848856649,0.644885241985321,35,5,5,1.0,2,4
bleu_bestmbr,6,All were wearing avalanche beacons.,Alle trugen <v>Lawinenpiepser</v>.,Alle trugen Lawinensuchgeräte.,310.0,8.29519350710986,48.46533440549845,0.3925364315509796,35,5,5,1.0,2,4
bleurt_bestmbr,6,All were wearing avalanche beacons.,Alle trugen ein <v>Lawinenpießgerät</v>.,Alle trugen Lawinensuchgeräte.,333.0,7.495553473355842,53.26207080789291,0.5214184522628784,35,5,5,1.0,2,4
comet_bestmbr,6,All were wearing avalanche beacons.,Alle trugen ein Lawinenverschüttetensuchgerät.,Alle trugen Lawinensuchgeräte.,335.0,23.643540225079395,74.09836918288352,0.739119827747345,35,5,5,1.0,2,4
refB,6,All were wearing avalanche beacons.,Alle trugen Lawinenverschüttetensuchgeräte.,Alle trugen Lawinensuchgeräte.,358.0,35.35533905932737,86.91155867851063,0.7691712975502014,35,5,5,1.0,2,4
JDExploreAcademy,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die in der Lawine gefangen waren, erfahrene Backcountry-Skifahrer waren, wurde vor dem Skifahren in der Gegend gewarnt, die sich direkt innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",376.0,21.879903490242977,53.37154454473183,0.7953178882598877,198,32,28,0.9614709844115208,3,4
Lan-Bridge,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle in der Lawine Gefangenen erfahrene Backcountry-Skifahrer waren, wurde vor dem Skifahren in der Gegend gewarnt, die sich direkt innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",573.0,24.061842408032337,52.72392527127992,0.801888108253479,198,32,28,0.9614709844115208,3,4
M2M100_1.2B-B4,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die in der Lawine gefangen wurden, erfahrene Backcountry-Skifahrer waren, war eine Warnung gegen das Skifahren in der Gegend ausgestellt worden, die <v>nur</v> innerhalb der Grenzen von Crystal Mountain Resort war.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",1024.0,8.096427645620341,54.25620892064107,0.6908912658691406,198,32,28,0.9614709844115208,3,4
Online-A,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die in die Lawine geraten waren, erfahrene Backcountry-Skifahrer waren, wurde eine Warnung vor dem Skifahren in der Gegend ausgesprochen, die sich direkt innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",522.0,22.848523472845578,57.64757993208852,0.8395527005195618,198,32,28,0.9614709844115208,3,4
Online-B,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle von der Lawine erfassten Personen erfahrene <v>Backcountry</v>-Skifahrer waren, wurde vor dem Skifahren in dem Gebiet gewarnt, das sich direkt innerhalb der Grenzen des Crystal Mountain Resorts befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",448.0,22.47861385826939,59.30085054596723,0.8002393841743469,198,32,28,0.9614709844115208,3,4
Online-G,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle von der Lawine betroffenen erfahrene <v>Backcountry-Skifahrer</v> waren, wurde vor dem Skifahren in der Gegend gewarnt, die sich direkt innerhalb der Grenzen des Crystal Mountain Resorts befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",599.0,18.68634966893044,53.44245747440307,0.6639118194580078,198,32,28,0.9614709844115208,3,4
Online-W,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Obwohl es sich bei allen Verschütteten um erfahrene Skifahrer handelte, wurde vor dem Skifahren in dem Gebiet gewarnt, das sich direkt innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",351.0,27.643937532700456,50.35843941013044,0.7076645493507385,198,32,28,0.9614709844115208,3,4
Online-Y,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die von der Lawine gefangen wurden, erfahrene <v>Skifahrer im Hinterland</v> waren, wurde vor dem Skifahren in der Gegend gewarnt, die sich innerhalb der Grenzen des Crystal Mountain Resorts befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",538.0,16.433233995420565,53.69306568511022,0.7069169878959656,198,32,28,0.9614709844115208,3,4
OpenNMT,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die in der Lawine gefangen wurden, erfahrene Skiläufer <v>aus dem Hinterland</v> waren, wurde eine Warnung vor dem Skifahren in der Gegend herausgegeben, die sich nur innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",615.0,18.29911512293218,56.488429545641374,0.7509806752204895,198,32,28,0.9614709844115208,3,4
PROMT,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle, die in der Lawine gefangen waren, erfahrene Backcountry-Skifahrer waren, wurde eine Warnung vor dem Skifahren in der Gegend ausgegeben, die sich <v>nur</v> innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",699.0,19.83211647113318,59.83005069681805,0.749407172203064,198,32,28,0.9614709844115208,3,4
QUARTZ_TuneReranking,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Obwohl es sich bei allen Lawinenopfern um erfahrene Skilangläufer handelte, wurde vor dem Skifahren in der Gegend, die sich direkt innerhalb der Grenzen des <v>Kristallgebirgsresorts</v> befand, gewarnt.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",530.0,8.753250724033554,39.474645503543584,0.7368867993354797,198,32,28,0.9614709844115208,3,4
bleu_bestmbr,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während alle von der Lawine erfassten Personen erfahrene Backcountry-Skifahrer waren, wurde vor dem Skifahren in dem Gebiet, das sich direkt innerhalb der Grenzen des Crystal Mountain Resorts befand, gewarnt.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",438.0,27.4795926178283,59.69728925953666,0.841255247592926,198,32,28,0.9614709844115208,3,4
bleurt_bestmbr,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Während es sich bei allen von der Lawine erfassten Personen um erfahrene Backcountry-Skifahrer handelte, wurde vor dem Skifahren in der Region, die direkt innerhalb der Grenzen des Crystal Mountain Resorts lag, gewarnt.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",531.0,19.770724632573593,56.10481416177079,0.8229491114616394,198,32,28,0.9614709844115208,3,4
comet_bestmbr,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Obwohl alle von der Lawine erfassten Personen erfahrene Skifahrer waren, wurde vor dem Skifahren in dem Gebiet, das sich direkt innerhalb der Grenzen des Crystal Mountain Resorts befindet, gewarnt.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",456.0,27.4795926178283,59.315280444430385,0.8506141901016235,198,32,28,0.9614709844115208,3,4
